,timestamp,foreperiod_start,foreperiod_end,response_received,subject,trial,test,requested_foreperiod,actual_foreperiod,response_time,note,tag,garbage_collection
51,2016-11-06 10:09:12,46175324,46184977,46185308,1,11,77,9594,9653,331,,,False
52,2016-11-06 10:09:23,46186328,46192275,46192621,1,12,77,5883,5947,346,,,False
53,2016-11-06 10:09:31,46193631,46202728,46203092,1,13,77,9027,9097,364,,,False
54,2016-11-06 10:09:41,46204114,46207873,46208269,1,14,77,3702,3759,396,,,False
55,2016-11-06 10:09:46,46209280,46214465,46214823,1,15,77,5121,5185,358,,,False
56,2016-11-06 10:09:53,46215836,46218977,46219315,1,16,77,3097,3141,338,,,False
57,2016-11-06 10:09:57,46220337,46227548,46227853,1,17,77,7159,7211,305,,,False
58,2016-11-06 10:10:06,46228874,46231146,46231559,1,18,77,2259,2272,413,,,False
59,2016-11-06 10:10:10,46232588,46236384,46236990,1,19,77,3721,3796,606,minor_lapse,,False
60,2016-11-06 10:10:15,46238013,46241458,46241831,1,20,77,3390,3445,373,,,False
61,2016-11-06 10:10:20,46242856,0,46246548,1,21,77,5764,0,-2072,false_start,,False
62,2016-11-06 10:10:25,46247561,46251966,46252291,1,22,77,4391,4405,325,,,False
63,2016-11-06 10:10:30,46253301,46259147,46259485,1,23,77,5770,5846,338,,,False
64,2016-11-06 10:10:38,46260493,46269857,46270181,1,24,77,9345,9364,324,,,False
65,2016-11-06 10:10:48,46271205,46275863,46276152,1,25,77,4643,4658,289,,,False
66,2016-11-06 10:10:54,46277160,46286511,46286880,1,26,77,9338,9351,369,,,False
67,2016-11-06 10:11:05,46287890,46296518,46296827,1,27,77,8568,8628,309,,,False
68,2016-11-06 10:11:15,46297855,46305501,46305796,1,28,77,7581,7646,295,,,False
69,2016-11-06 10:11:24,46306818,46315208,46315534,1,29,77,8334,8390,326,,,False
70,2016-11-06 10:11:34,46316560,46320717,46321117,1,30,77,4097,4157,400,,,False
71,2016-11-06 10:11:39,46322142,46326708,46327048,1,31,77,4510,4566,340,,,False
72,2016-11-06 10:11:45,46328070,46335485,46335781,1,32,77,7404,7415,296,,,False
73,2016-11-06 10:11:54,46336789,46341329,46341704,1,33,77,4475,4540,375,,,False
74,2016-11-06 10:12:00,46342728,46346463,46346875,1,34,77,3691,3735,412,,,False
75,2016-11-06 10:12:05,46347902,46353780,46354094,1,35,77,5860,5878,314,,,False
76,2016-11-06 10:12:12,46355102,46358066,46358654,1,36,77,2949,2964,588,minor_lapse,,False
77,2016-11-06 10:12:17,46359662,46368904,46369211,1,37,77,9189,9242,307,,,False
78,2016-11-06 10:12:27,46370247,46376713,46377026,1,38,77,6410,6466,313,,,False
79,2016-11-06 10:12:35,46378049,46384153,46384510,1,39,77,6063,6104,357,,,False
80,2016-11-06 10:12:43,46385531,46392296,46392599,1,40,77,6702,6765,303,,,False
81,2016-11-06 10:12:51,46393610,46400931,46401314,1,41,77,7301,7321,383,,,False
82,2016-10-31 09:30:12,164726236,164732955,164733286,1,0,29,6649,6719,331,,,False
83,2016-10-31 09:30:20,164734305,164741736,164742030,1,1,29,7386,7431,294,,,False
84,2016-10-31 09:30:29,164743059,164752067,164752350,1,2,29,8974,9008,283,,,False
85,2016-10-31 09:30:39,164753360,164758287,164758626,1,3,29,4884,4927,339,,,False
86,2016-10-31 09:30:45,164759651,164763266,164763574,1,4,29,3572,3615,308,,,False
87,2016-10-31 09:30:50,164764595,164769733,164770000,1,5,29,5096,5138,267,,,False
88,2016-10-31 09:30:57,164771012,164775296,164775582,1,6,29,4244,4284,286,,,False
89,2016-10-31 09:31:02,164776606,164782541,164782820,1,7,29,5902,5935,279,,,False
90,2016-10-31 09:31:10,164783846,164790186,164790467,1,8,29,6299,6340,281,,,False
91,2016-10-31 09:31:17,164791493,164797228,164797562,1,9,29,5720,5735,334,,,False
92,2016-10-31 09:31:24,164798580,164804604,164804854,1,10,29,5983,6024,250,,,False
93,2016-10-31 09:31:32,164805872,164810253,164810536,1,11,29,4342,4381,283,,,False
94,2016-10-31 09:31:37,164811546,164820590,164820838,1,12,29,9004,9044,248,,,False
95,2016-10-31 09:31:48,164821855,164825006,164825340,1,13,29,3081,3151,334,,,False
96,2016-10-31 09:31:52,164826351,164836136,164836400,1,14,29,9769,9785,264,,,False
97,2016-10-31 09:32:03,164837412,164842529,164842875,1,15,29,5103,5117,346,,,False
98,2016-10-31 09:32:10,164843906,164853576,164853868,1,16,29,9633,9670,292,,,False
99,2016-10-31 09:32:21,164854888,164861487,164861797,1,17,29,6550,6599,310,,,False
100,2016-10-31 09:32:29,164862829,164868607,164868920,1,18,29,5734,5778,313,,,False
101,2016-10-31 09:32:36,164869955,164875282,164875651,1,19,29,5287,5327,369,,,False
102,2016-10-31 09:32:43,164876673,164886168,164886491,1,20,29,9450,9495,323,,,False
103,2016-10-31 09:32:53,164887524,164895077,164895405,1,21,29,7520,7553,328,,,False
104,2016-10-31 09:33:02,164896439,164901598,164901908,1,22,29,5117,5159,310,,,False
105,2016-10-31 09:33:09,164902934,164912053,164912333,1,23,29,9073,9119,280,,,False
106,2016-10-31 09:33:19,164913355,164920448,164920723,1,24,29,7036,7093,275,,,False
107,2016-10-31 09:33:28,164921730,164927718,164928000,1,25,29,5939,5988,282,,,False
108,2016-10-31 09:33:35,164929036,164933078,164933383,1,26,29,4021,4042,305,,,False
109,2016-10-31 09:33:40,164934408,164940534,164940874,1,27,29,6081,6126,340,,,False
110,2016-10-31 09:33:48,164941899,164950522,164950857,1,28,29,8515,8623,335,,,False
111,2016-10-31 09:33:58,164951864,164958994,164959307,1,29,29,7063,7130,313,,,False
112,2016-10-31 09:34:06,164960331,0,164961702,1,30,29,7019,0,-5648,false_start,,False
113,2016-10-31 09:34:09,164962708,164966801,164967090,1,31,29,4035,4093,289,,,False
114,2016-10-31 09:34:14,164968125,164973529,164973840,1,32,29,5363,5404,311,,,False
115,2016-10-31 09:34:21,164974861,164977549,164977962,1,33,29,2678,2688,413,,,False
116,2016-10-31 09:34:25,164978981,164981039,164981399,1,34,29,2047,2058,360,,,False
117,2016-10-31 09:34:28,164982418,164988355,164988620,1,35,29,5912,5937,265,,,False
118,2016-10-31 09:34:35,164989637,164999124,164999473,1,36,29,9468,9487,349,,,False
119,2016-10-31 09:34:46,165000495,165008388,165008742,1,37,29,7844,7893,354,,,False
120,2016-10-31 09:34:56,165009759,165016835,165017200,1,38,29,7055,7076,365,,,False
121,2016-10-31 09:35:04,165018226,165026762,165027055,1,39,29,8494,8536,293,,,False
122,2016-10-31 15:24:20,181334645,181338388,181338720,1,0,32,3676,3743,332,,,False
123,2016-10-31 15:24:25,181339742,181345176,181345506,1,1,32,5394,5434,330,,,False
124,2016-10-31 15:24:32,181346531,181352878,181353155,1,2,32,6328,6347,277,,,False
125,2016-10-31 15:24:40,181354181,181363361,181363650,1,3,32,9134,9180,289,,,False
126,2016-10-31 15:24:50,181364670,181370972,181371303,1,4,32,6256,6302,331,,,False
127,2016-10-31 15:24:58,181372324,181376074,181376438,1,5,32,3712,3750,364,,,False
128,2016-10-31 15:25:03,181377460,181385613,181385906,1,6,32,8140,8153,293,,,False
129,2016-10-31 15:25:12,181386916,181389793,181390158,1,7,32,2863,2877,365,,,False
130,2016-10-31 15:25:17,181391167,181398954,181399289,1,8,32,7746,7787,335,,,False
131,2016-10-31 15:25:26,181400316,181402663,181403030,1,9,32,2311,2347,367,,,False
132,2016-10-31 15:25:30,181404063,181409441,181409719,1,10,32,5335,5378,278,,,False
133,2016-10-31 15:25:36,181410735,181417468,181417760,1,11,32,6690,6733,292,,,False
134,2016-10-31 15:25:44,181418780,181428303,181428617,1,12,32,9477,9523,314,,,False
135,2016-10-31 15:25:55,181429639,181438597,181438936,1,13,32,8909,8958,339,,,False
136,2016-10-31 15:26:06,181439954,181444273,181444636,1,14,32,4308,4319,363,,,False
137,2016-10-31 15:26:11,181445665,181447839,181448258,1,15,32,2163,2174,419,,,False
138,2016-10-31 15:26:15,181449276,181452223,181452565,1,16,32,2906,2947,342,,,False
139,2016-10-31 15:26:19,181453585,181457671,181458004,1,17,32,4044,4086,333,,,False
140,2016-10-31 15:26:25,181459024,181466527,181466789,1,18,32,7461,7503,262,,,False
141,2016-10-31 15:26:33,181467810,181471728,181472026,1,19,32,3876,3918,298,,,False
142,2016-10-31 15:26:39,181473054,181480694,181480978,1,20,32,7591,7640,284,,,False
143,2016-10-31 15:26:48,181481997,181486297,181486600,1,21,32,4258,4300,303,,,False
144,2016-10-31 15:26:53,181487633,181493429,181493729,1,22,32,5754,5796,300,,,False
145,2016-10-31 15:27:00,181494753,181504040,181504358,1,23,32,9268,9287,318,,,False
146,2016-10-31 15:27:11,181505380,181508577,181508919,1,24,32,3152,3197,342,,,False
147,2016-10-31 15:27:16,181509955,181516407,181516682,1,25,32,6405,6452,275,,,False
148,2016-10-31 15:27:23,181517701,181521419,181521661,1,26,32,3676,3718,242,,,False
149,2016-10-31 15:27:28,181522678,181528515,181528793,1,27,32,5790,5837,278,,,False
150,2016-10-31 15:27:35,181529822,181534235,181534550,1,28,32,4373,4413,315,,,False
151,2016-10-31 15:27:41,181535563,181539525,181539807,1,29,32,3925,3962,282,,,False
152,2016-10-31 15:27:46,181540828,181550306,181550633,1,30,32,9431,9478,327,,,False
153,2016-10-31 15:27:57,181551659,181561238,181561536,1,31,32,9528,9579,298,,,False
154,2016-10-31 15:28:08,181562559,181565202,181565576,1,32,32,2632,2643,374,,,False
155,2016-10-31 15:28:12,181566595,181573307,181573578,1,33,32,6666,6712,271,,,False
156,2016-10-31 15:28:20,181574586,181578339,181578660,1,34,32,3714,3753,321,,,False
157,2016-10-31 15:28:25,181579678,181581811,181582146,1,35,32,2108,2133,335,,,False
158,2016-10-31 15:28:29,181583186,181591658,181591928,1,36,32,8425,8472,270,,,False
159,2016-10-31 15:28:39,181592955,181599022,181599279,1,37,32,6028,6067,257,,,False
160,2016-10-31 15:28:46,181600287,181604086,181604383,1,38,32,3756,3799,297,,,False
161,2016-10-31 15:28:51,181605401,181615275,181615553,1,39,32,9828,9874,278,,,False
162,2016-10-31 15:29:02,181616572,181619200,181619822,1,40,32,2592,2628,622,minor_lapse,,False
163,2016-10-31 15:29:06,181620851,181624578,181624880,1,41,32,3682,3727,302,,,False
164,2016-10-31 15:29:11,181625900,181634428,181634722,1,42,32,8485,8528,294,,,False
165,2016-10-31 11:30:22,171936899,171941238,171941549,1,0,30,4269,4339,311,,,False
166,2016-10-31 11:30:28,171942573,171951480,171951802,1,1,30,8868,8907,322,,,False
167,2016-10-31 11:30:38,171952827,171958393,171958683,1,2,30,5555,5566,290,,,False
168,2016-10-31 11:30:45,171959713,171967963,171968317,1,3,30,8197,8250,354,,,False
169,2016-10-31 11:30:54,171969377,171974665,171975000,1,4,30,5249,5288,335,,,False
170,2016-10-31 11:31:01,171976012,171978175,171978461,1,5,30,2140,2163,286,,,False
171,2016-10-31 11:31:04,171979484,171985856,171986171,1,6,30,6301,6372,315,,,False
172,2016-10-31 11:31:12,171987182,171995774,171996086,1,7,30,8572,8592,312,,,False
173,2016-10-31 11:31:22,171997108,172005281,172005570,1,8,30,8139,8173,289,,,False
174,2016-10-31 11:31:32,172006589,172016031,172016334,1,9,30,9395,9442,303,,,False
175,2016-10-31 11:31:42,172017347,172026171,172026495,1,10,30,8758,8824,324,,,False
176,2016-10-31 11:31:52,172027507,172030038,172030463,1,11,30,2515,2531,425,,,False
177,2016-10-31 11:31:56,172031485,172036883,172037164,1,12,30,5343,5398,281,,,False
178,2016-10-31 11:32:03,172038186,172046477,172046809,1,13,30,8249,8291,332,,,False
179,2016-10-31 11:32:13,172047836,0,172051727,1,14,30,5790,0,-1899,false_start,,False
180,2016-10-31 11:32:18,172052731,172056321,172056703,1,15,30,3577,3590,382,,,False
181,2016-10-31 11:32:23,172057733,172061125,172061521,1,16,30,3346,3392,396,,,False
182,2016-10-31 11:32:28,172062579,172068051,172068366,1,17,30,5395,5472,315,,,False
183,2016-10-31 11:32:34,172069384,172077413,172077703,1,18,30,8014,8029,290,,,False
184,2016-10-31 11:32:44,172078720,172087622,172087931,1,19,30,8854,8902,309,,,False
185,2016-10-31 11:32:54,172088951,172092121,172092492,1,20,30,3156,3170,371,,,False
186,2016-10-31 11:32:58,172093508,172101484,172101870,1,21,30,7951,7976,386,,,False
187,2016-10-31 11:33:08,172102894,172108435,172108742,1,22,30,5505,5541,307,,,False
188,2016-10-31 11:33:15,172109765,172117224,172117543,1,23,30,7412,7459,319,,,False
189,2016-10-31 11:33:24,172118566,172125944,172126192,1,24,30,7335,7378,248,,,False
190,2016-10-31 11:33:32,172127211,172134544,172134831,1,25,30,7321,7333,287,,,False
191,2016-10-31 11:33:41,172135853,172140539,172140894,1,26,30,4672,4686,355,,,False
192,2016-10-31 11:33:47,172141902,172148403,172148786,1,27,30,6457,6501,383,,,False
193,2016-10-31 11:33:55,172149804,172153076,172153413,1,28,30,3259,3272,337,,,False
194,2016-10-31 11:33:59,172154422,172163298,172163667,1,29,30,8839,8876,369,,,False
195,2016-10-31 11:34:10,172164675,172171381,172171708,1,30,30,6665,6706,327,,,False
196,2016-10-31 11:34:18,172172733,172179782,172180060,1,31,30,6994,7049,278,,,False
197,2016-10-31 11:34:26,172181081,172189683,172190016,1,32,30,8552,8602,333,,,False
198,2016-10-31 11:34:36,172191057,172198926,172199247,1,33,30,7823,7869,321,,,False
199,2016-10-31 11:34:45,172200271,172205778,172206171,1,34,30,5467,5507,393,,,False
200,2016-10-31 11:34:52,172207189,172212173,172212552,1,35,30,4972,4984,379,,,False
201,2016-10-31 11:34:59,172213574,172222974,172223376,1,36,30,9351,9400,402,,,False
202,2016-10-31 11:35:09,172224412,172229405,172229727,1,37,30,4952,4993,322,,,False
203,2016-10-31 11:35:16,172230749,172233127,172233454,1,38,30,2337,2378,327,,,False
204,2016-10-31 11:35:19,172234479,172238261,172238608,1,39,30,3740,3782,347,,,False
205,2016-11-01 12:40:42,227036553,227043244,227043559,1,0,40,6671,6691,315,,,False
206,2016-11-01 12:40:50,227044566,227051054,227051323,1,1,40,6478,6488,269,,,False
207,2016-11-01 12:40:58,227052332,227057696,227057977,1,2,40,5311,5364,281,,,False
208,2016-11-01 12:41:04,227059013,227064120,227064423,1,3,40,5054,5107,303,,,False
209,2016-11-01 12:41:11,227065447,227069349,227069694,1,4,40,3851,3902,345,,,False
210,2016-11-01 12:41:16,227070712,227072998,227073390,1,5,40,2234,2286,392,,,False
211,2016-11-01 12:41:20,227074413,227077699,227078039,1,6,40,3241,3286,340,,,False
212,2016-11-01 12:41:24,227079059,0,227084551,1,7,40,7503,0,-2011,false_start,,False
213,2016-11-01 12:41:31,227085557,227095090,227095381,1,8,40,9513,9533,291,,,False
214,2016-11-01 12:41:42,227096389,0,227098066,1,9,40,7889,0,-6212,false_start,,False
215,2016-11-01 12:41:44,227099070,227105469,227105880,1,10,40,6352,6399,411,,,False
216,2016-11-01 12:41:52,227106899,227115657,227115957,1,11,40,8708,8758,300,,,False
217,2016-11-01 12:42:02,227116972,227122605,227123050,1,12,40,5616,5633,445,,,False
218,2016-11-01 12:42:09,227124059,227131448,227131733,1,13,40,7343,7389,285,,,False
219,2016-11-01 12:42:18,227132741,227139375,227139686,1,14,40,6616,6634,311,,,False
220,2016-11-01 12:42:26,227140694,227145853,227146210,1,15,40,5147,5159,357,,,False
221,2016-11-01 12:42:33,227147218,227149850,227150200,1,16,40,2620,2632,350,,,False
222,2016-11-01 12:42:37,227151208,227153259,227153559,1,17,40,2037,2051,300,,,False
223,2016-11-01 12:42:40,227154568,227160750,227161030,1,18,40,6168,6182,280,,,False
224,2016-11-01 12:42:47,227162038,227164912,227165192,1,19,40,2859,2874,280,,,False
225,2016-11-01 12:42:52,227166201,227168753,227169091,1,20,40,2538,2552,338,,,False
226,2016-11-01 12:42:55,227170105,227176070,227176363,1,21,40,5938,5965,293,,,False
227,2016-11-01 12:43:02,227177429,227185668,227185909,1,22,40,8217,8239,241,,,False
228,2016-11-01 12:43:11,227186960,227196919,227197196,1,23,40,9937,9959,277,,,False
229,2016-11-01 12:43:23,227198353,227206910,227207189,1,24,40,8540,8557,279,,,False
230,2016-11-01 12:43:33,227208206,227214521,227214829,1,25,40,6302,6315,308,,,False
231,2016-11-01 12:43:40,227215861,0,227217383,1,26,40,4269,0,-2747,false_start,,False
232,2016-11-01 12:43:43,227218469,227226743,227227088,1,27,40,8258,8274,345,,,False
233,2016-11-01 12:43:53,227228096,227232116,227232476,1,28,40,4009,4020,360,,,False
234,2016-11-01 12:43:58,227233484,227236951,227237407,1,29,40,3456,3467,456,,,False
235,2016-11-01 12:44:03,227238414,227244294,227244584,1,30,40,5865,5880,290,,,False
236,2016-11-01 12:44:10,227245592,227248997,227249465,1,31,40,3392,3405,468,,,False
237,2016-11-01 12:44:15,227250474,227260383,227260734,1,32,40,9892,9909,351,,,False
238,2016-11-01 12:44:26,227261742,227268140,227269214,1,33,40,6383,6398,1074,minor_lapse,,False
239,2016-11-01 12:44:35,227270222,227278305,227278656,1,34,40,8064,8083,351,,,False
240,2016-11-01 12:44:44,227279664,227287265,227287544,1,35,40,7592,7601,279,,,False
241,2016-11-01 12:44:53,227288552,0,227291156,1,36,40,8711,0,-6107,false_start,,False
242,2016-11-01 12:44:57,227292165,227295434,227295782,1,37,40,3253,3269,348,,,False
243,2016-11-01 12:45:01,227296799,227304363,227304668,1,38,40,7549,7564,305,,,False
244,2016-11-01 12:45:10,227305677,227312388,227312723,1,39,40,6695,6711,335,,,False
245,2016-11-01 12:45:18,227313749,227322854,227323215,1,40,40,9085,9105,361,,,False
246,2016-11-01 12:45:29,227324222,227333497,227333923,1,41,40,9231,9275,426,,,False
247,2016-11-01 12:45:39,227334968,227343621,227343973,1,42,40,8604,8653,352,,,False
248,2016-11-07 06:08:23,79630726,79639196,79639528,1,0,85,8390,8470,332,,,False
249,2016-11-07 06:08:33,79640538,79649380,79649720,1,1,85,8803,8842,340,,,False
250,2016-11-07 06:08:43,79650740,79655393,79655721,1,2,85,4611,4653,328,,,False
251,2016-11-07 06:08:49,79656742,79665410,79665791,1,3,85,8622,8668,381,,,False
252,2016-11-07 06:08:59,79666810,79671782,79672144,1,4,85,4930,4972,362,,,False
253,2016-11-07 06:09:06,79673166,79682132,79682488,1,5,85,8931,8966,356,,,False
254,2016-11-07 06:09:16,79683507,79693111,79693474,1,6,85,9558,9604,363,,,False
255,2016-11-07 06:09:27,79694495,79704143,79704494,1,7,85,9601,9648,351,,,False
256,2016-11-07 06:09:38,79705519,79709892,79710294,1,8,85,4328,4373,402,,,False
257,2016-11-07 06:09:44,79711311,79720889,79721237,1,9,85,9528,9578,348,,,False
258,2016-11-07 06:09:55,79722269,79725173,79725615,1,10,85,2859,2904,442,,,False
259,2016-11-07 06:09:59,79726643,79734049,79734405,1,11,85,7370,7406,356,,,False
260,2016-11-07 06:10:08,79735421,79743364,79743717,1,12,85,7900,7943,353,,,False
261,2016-11-07 06:10:17,79744736,79747718,79748113,1,13,85,2944,2982,395,,,False
262,2016-11-07 06:10:22,79749130,79756920,79757276,1,14,85,7745,7790,356,,,False
263,2016-11-07 06:10:31,79758299,79760489,79760912,1,15,85,2141,2190,423,,,False
264,2016-11-07 06:10:35,79761923,79768525,79768917,1,16,85,6556,6602,392,,,False
265,2016-11-07 06:10:43,79769928,79777355,79777704,1,17,85,7411,7427,349,,,False
266,2016-11-07 06:10:51,79778740,79786139,79786528,1,18,85,7358,7399,389,,,False
267,2016-11-07 06:11:00,79787551,79796812,79797195,1,19,85,9213,9261,383,,,False
268,2016-11-07 06:11:11,79798215,79806744,79807084,1,20,85,8510,8529,340,,,False
269,2016-11-07 06:11:21,79808102,79815216,79815602,1,21,85,7068,7114,386,,,False
270,2016-11-07 06:11:29,79816613,79824006,79824311,1,22,85,7351,7393,305,,,False
271,2016-11-07 06:11:38,79825328,79835017,79835457,1,23,85,9638,9689,440,,,False
272,2016-11-07 06:11:49,79836480,79842103,79842505,1,24,85,5580,5623,402,,,False
273,2016-11-07 06:11:56,79843522,79850454,79850826,1,25,85,6885,6932,372,,,False
274,2016-11-07 06:12:05,79851840,79854125,79854593,1,26,85,2271,2285,468,,,False
275,2016-11-07 06:12:08,79855610,79857901,79858295,1,27,85,2279,2291,394,,,False
276,2016-11-07 06:12:12,79859305,79868886,79869237,1,28,85,9528,9581,351,,,False
277,2016-11-07 06:12:23,79870256,79880169,79880508,1,29,85,9866,9913,339,,,False
278,2016-11-07 06:12:34,79881528,79887022,79887383,1,30,85,5449,5494,361,,,False
279,2016-11-07 06:12:41,79888406,79891882,79892292,1,31,85,3430,3476,410,,,False
280,2016-11-07 06:12:46,79893312,79900016,79900351,1,32,85,6653,6704,335,,,False
281,2016-11-07 06:12:54,79901376,79904217,79904575,1,33,85,2800,2841,358,,,False
282,2016-11-07 06:12:58,79905608,79913286,79913634,1,34,85,7643,7678,348,,,False
283,2016-11-07 06:13:07,79914654,79922258,79922601,1,35,85,7560,7604,343,,,False
284,2016-11-07 06:13:16,79923645,79928285,79928602,1,36,85,4629,4640,317,,,False
285,2016-11-07 06:13:22,79929621,0,79930139,1,37,85,8334,0,-7816,false_start,,False
286,2016-11-07 06:13:24,79931144,79935487,79935850,1,38,85,4305,4343,363,,,False
287,2016-11-01 20:14:35,247546837,247549832,247550217,1,0,44,2917,2995,385,,,False
288,2016-11-01 20:14:39,247551228,247555305,247555668,1,1,44,4022,4077,363,,,False
289,2016-11-01 20:14:44,247556679,247563580,247564011,1,2,44,6864,6901,431,,,False
290,2016-11-01 20:14:53,247565034,247570607,247571013,1,3,44,5559,5573,406,,,False
291,2016-11-01 20:15:00,247572032,247576711,247577042,1,4,44,4635,4679,331,,,False
292,2016-11-01 20:15:06,247578061,247581220,247581560,1,5,44,3112,3159,340,,,False
293,2016-11-01 20:15:10,247582583,247589344,247589620,1,6,44,6718,6761,276,,,False
294,2016-11-01 20:15:18,247590631,247593090,247593488,1,7,44,2448,2459,398,,,False
295,2016-11-01 20:15:22,247594496,247601955,247602278,1,8,44,7416,7459,323,,,False
296,2016-11-01 20:15:31,247603308,247607827,247608127,1,9,44,4472,4519,300,,,False
297,2016-11-01 20:15:37,247609146,247619076,247619422,1,10,44,9881,9930,346,,,False
298,2016-11-01 20:15:48,247620442,247628610,247629104,1,11,44,8120,8168,494,,,False
299,2016-11-01 20:15:58,247630129,247633148,247633750,1,12,44,2977,3019,602,minor_lapse,,False
300,2016-11-01 20:16:02,247634770,247637697,247638053,1,13,44,2916,2927,356,,,False
301,2016-11-01 20:16:07,247639076,247645067,247645403,1,14,44,5940,5991,336,,,False
302,2016-11-01 20:16:14,247646421,247648844,247649248,1,15,44,2382,2423,404,,,False
303,2016-11-01 20:16:18,247650267,247652945,247653375,1,16,44,2635,2678,430,,,False
304,2016-11-01 20:16:22,247654398,247660257,247660576,1,17,44,5805,5859,319,,,False
305,2016-11-01 20:16:29,247661599,247669934,247670263,1,18,44,8287,8335,329,,,False
